No.	Mols	MW	AMW	Sv	Mv	Sp	Mp	Se	Me	nAt	nSk	nBt	nBo	nBm	nDblBo	nTrpBo	nArBo	SCBO	nH	nC	nN	nO	nP	nS	nF	nCl	nBr	nI	nB	HPerc	CPerc	NPerc	OPerc	XPerc	nHet	nX
302	CC(C)COC(=O)C(C)C	11.94	0.459	13.82	0.532	14.98	0.576	25.7	0.988	26	10	25	9	1	1	0	0	10	16	8	0	2	0	0	0	0	0	0	0	61.538	30.769	0	7.692	0	2	0
303	CC(C)COC(=O)C(C)=C	11.78	0.491	13.22	0.551	14.22	0.593	23.82	0.993	24	10	23	9	2	2	0	0	11	14	8	0	2	0	0	0	0	0	0	0	58.333	33.333	0	8.333	0	2	0
304	CCCCOC(=O)C(C)=C	11.78	0.491	13.22	0.551	14.22	0.593	23.82	0.993	24	10	23	9	2	2	0	0	11	14	8	0	2	0	0	0	0	0	0	0	58.333	33.333	0	8.333	0	2	0
305	OCC1CCCO1	8.46	0.498	9.02	0.531	9.7	0.571	17.06	1.004	17	7	17	7	0	0	0	0	7	10	5	0	2	0	0	0	0	0	0	0	58.824	29.412	0	11.765	0	2	0
306	O=CC1=CC=CO1	7.98	0.725	7.22	0.656	7.42	0.675	11.42	1.038	11	7	11	7	6	1	0	5	10.5	4	5	0	2	0	0	0	0	0	0	0	36.364	45.455	0	18.182	0	2	0
307	CC(C)(C)C1=CC=CC=C1	11.12	0.463	14.2	0.592	15.32	0.638	23.16	0.965	24	10	24	10	6	0	0	6	13	14	10	0	0	0	0	0	0	0	0	0	58.333	41.667	0	0	0	0	0
308	ClC(Cl)(Cl)C1=CC=CC=C1	16.25	1.083	11.5	0.767	12.62	0.841	15.51	1.034	15	10	15	10	6	0	0	6	13	5	7	0	0	0	0	0	3	0	0	0	33.333	46.667	0	0	20	3	3
309	Cl[Si](Cl)(Cl)C1=CC=CC=C1	17.59	1.173	11.92	0.795	14.68	0.979	15.29	1.019	15	10	15	10	6	0	0	6	13	5	6	0	0	0	0	0	3	0	0	0	33.333	40	0	0	20	4	3
310	CC1=C(O)C=CC(=C1)C(C)(C)C	13.61	0.486	16.31	0.582	17.53	0.626	27.37	0.977	28	12	28	12	6	0	0	6	15	16	11	0	1	0	0	0	0	0	0	0	57.143	39.286	0	3.571	0	1	0
311	[O-][N+](=O)C1=CC(=CC=C1)C(F)(F)F	15.89	0.935	11.14	0.655	10.97	0.645	18.933	1.114	17	13	17	13	7	1	0	6	17	4	7	1	2	0	0	3	0	0	0	0	23.529	41.176	5.882	11.765	17.647	6	3
312	CC(C)(C)C1=CC=C(O)C=C1	12.45	0.498	14.71	0.588	15.77	0.631	24.49	0.98	25	11	25	11	6	0	0	6	14	14	10	0	1	0	0	0	0	0	0	0	56	40	0	4	0	1	0
313	FC(F)(F)C1=CC=C(Cl)C=C1	15.01	1.001	10.43	0.695	10.69	0.713	16.383	1.092	15	11	15	11	6	0	0	6	14	4	7	0	0	0	0	3	1	0	0	0	26.667	46.667	0	0	26.667	4	4
314	CC(=C)C1=CC=CC=C1	9.8	0.516	12	0.632	12.8	0.674	18.4	0.968	19	9	19	9	7	1	0	6	13	10	9	0	0	0	0	0	0	0	0	0	52.632	47.368	0	0	0	0	0
315	CC(=O)C1=CC=CC=C1	9.97	0.586	10.91	0.642	11.49	0.676	16.85	0.991	17	9	17	9	7	1	0	6	13	8	8	0	1	0	0	0	0	0	0	0	47.059	47.059	0	5.882	0	1	0
316	ClC(Cl)C1=CC=CC=C1	13.38	0.892	10.8	0.72	11.76	0.784	15.18	1.012	15	9	15	9	6	0	0	6	12	6	7	0	0	0	0	0	2	0	0	0	40	46.667	0	0	13.333	2	2
317	ClC(=O)C1=CC=CC=C1	11.68	0.834	10.01	0.715	10.59	0.756	14.3	1.021	14	9	14	9	7	1	0	6	13	5	7	0	1	0	0	0	1	0	0	0	35.714	50	0	7.143	7.143	2	1
318	CC1=CC=CC(=C1)C(O)=O	11.3	0.628	11.42	0.634	11.94	0.663	18.18	1.01	18	10	18	10	7	1	0	6	14	8	8	0	2	0	0	0	0	0	0	0	44.444	44.444	0	11.111	0	2	0
319	CC1=CC(=CC=C1)[N+]([O-])=O	11.39	0.67	10.81	0.636	11.18	0.658	17.4	1.024	17	10	17	10	7	1	0	6	14	7	7	1	2	0	0	0	0	0	0	0	41.176	41.176	5.882	11.765	0	3	0
320	NC1=CC(=CC=C1)[N+]([O-])=O	11.48	0.718	10.2	0.637	10.42	0.651	16.62	1.039	16	10	16	10	7	1	0	6	14	6	6	2	2	0	0	0	0	0	0	0	37.5	37.5	12.5	12.5	0	4	0
321	[O-][N+](=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O	17.73	0.985	12.03	0.668	11.7	0.65	20.28	1.127	18	15	18	15	9	3	0	6	21	3	6	3	6	0	0	0	0	0	0	0	16.667	33.333	16.667	33.333	0	9	0
322	[O-][N+](=O)C1=CC=CC(=C1)C(=O)CCl	16.59	0.873	13.02	0.685	13.49	0.71	20.06	1.056	19	13	19	13	8	2	0	6	18	6	8	1	3	0	0	0	1	0	0	0	31.579	42.105	5.263	15.789	5.263	5	1
323	CC1=CC=C(C=C1C)[N+]([O-])=O	12.55	0.628	12.41	0.621	12.94	0.647	20.28	1.014	20	11	20	11	7	1	0	6	15	9	8	1	2	0	0	0	0	0	0	0	45	40	5	10	0	3	0
324	[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1	15.97	1.141	10.61	0.758	11.14	0.796	15.18	1.084	14	11	14	11	7	1	0	6	15	3	6	1	2	0	0	0	2	0	0	0	21.429	42.857	7.143	14.286	14.286	5	2
325	[O-][N+](=O)C1=CC(C=O)=CC=C1	12.56	0.785	10.72	0.67	10.87	0.679	16.85	1.053	16	11	16	11	8	2	0	6	16	5	7	1	3	0	0	0	0	0	0	0	31.25	43.75	6.25	18.75	0	4	0
326	CC(C)C1=CC(=CC=C1)C(C)C	13.44	0.448	17.4	0.58	18.84	0.628	28.92	0.964	30	12	30	12	6	0	0	6	15	18	12	0	0	0	0	0	0	0	0	0	60	40	0	0	0	0	0
